#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


19799 = { name = "Ngige" culture = atalai }
19800 = { name = "Uba" culture = atalai }



19801 = { name = "Armorai" culture = razorbranch }
19802 = { name = "Pogine" culture = razorbranch }
19803 = { name = "Talaniji" culture = razorbranch }
19804 = { name = "Ilatike" culture = razorbranch }
19805 = { name = "Nagetza" culture = razorbranch }
19806 = { name = "Vetla" culture = razorbranch }
19807 = { name = "Tajani" culture = razorbranch }
19808 = { name = "Tregweni" culture = razorbranch }
19809 = { name = "Valakidu" culture = razorbranch }
19810 = { name = "Zebuwa" culture = razorbranch }
19811 = { name = "Armani" culture = razorbranch }
19812 = { name = "Berwandi" culture = razorbranch }
19813 = { name = "Huntani" culture = razorbranch }
19814 = { name = "Kontala" culture = razorbranch }
19815 = { name = "Gyatsu" culture = razorbranch }
19816 = { name = "Zuldani" culture = razorbranch }
19817 = { name = "Makari" culture = razorbranch }
19818 = { name = "Barraki" culture = razorbranch }
19819 = { name = "Tsanami" culture = razorbranch }
19820 = { name = "Bwotswani" culture = razorbranch }
19821 = { name = "Mossami" culture = razorbranch }
19822 = { name = "Mossa" culture = razorbranch }
19823 = { name = "Nzala" culture = razorbranch }
19824 = { name = "Mbakala" culture = razorbranch }
19825 = { name = "Tzala" culture = razorbranch }
19826 = { name = "Zora" culture = razorbranch }
19827 = { name = "Bandbani" culture = razorbranch }
19828 = { name = "Terojin" culture = razorbranch }
19829 = { name = "Tonami" culture = razorbranch }
19830 = { name = "Uchi'hala" culture = razorbranch }
19831 = { name = "Ala'tor" culture = razorbranch }
19832 = { name = "Sala'jin" culture = razorbranch }
19833 = { name = "Tol'gashi" culture = razorbranch }
19834 = { name = "Val'jin" culture = razorbranch }
19835 = { name = "Val'jala" culture = razorbranch }
19836 = { name = "Val'daka" culture = razorbranch }
19837 = { name = "Putikala" culture = razorbranch }
19838 = { name = "Xuhala" culture = razorbranch }
19839 = { name = "Xuhanaka" culture = razorbranch }
19840 = { name = "Ostawa" culture = razorbranch }
19841 = { name = "Ostawana" culture = razorbranch }
19842 = { name = "Ostmawi" culture = razorbranch }
19843 = { name = "Dkana" culture = razorbranch }
19844 = { name = "Arakana" culture = razorbranch }
19845 = { name = "Garakana" culture = razorbranch }
19846 = { name = "Grakhana" culture = razorbranch }
19847 = { name = "Makarena" culture = razorbranch }
19848 = { name = "Malakara" culture = razorbranch }
19849 = { name = "Tonamala" culture = razorbranch }
19850 = { name = "Bwotsugala" culture = razorbranch }
19851 = { name = "Motani" culture = razorbranch }
19852 = { name = "Motami" culture = razorbranch }
19853 = { name = "Nasrani" culture = razorbranch }
19854 = { name = "Dkala" culture = razorbranch }
19855 = { name = "Ukhala" culture = razorbranch }
19856 = { name = "Ughandi" culture = razorbranch }
19857 = { name = "Maldambi" culture = razorbranch }
19858 = { name = "Maldonambi" culture = razorbranch }
19859 = { name = "Kuretaka" culture = razorbranch }
19860 = { name = "Hala" culture = razorbranch }
19861 = { name = "Velkahala" culture = razorbranch }
19862 = { name = "Malahala" culture = razorbranch }
19863 = { name = "Zambala" culture = razorbranch }
19864 = { name = "Foreva" culture = razorbranch }
19865 = { name = "T'chkani" culture = razorbranch }
19866 = { name = "T'pkala" culture = razorbranch }
19867 = { name = "Zalajin" culture = razorbranch }
19868 = { name = "Zalan'jin" culture = razorbranch }
19869 = { name = "Zemba" culture = razorbranch }
19870 = { name = "Zebala" culture = razorbranch }
19871 = { name = "Zebawala" culture = razorbranch }
19872 = { name = "Zekonjin" culture = razorbranch }
19873 = { name = "Zantala" culture = razorbranch }
19874 = { name = "Zurawana" culture = razorbranch }
19875 = { name = "Zalewana" culture = razorbranch }
19876 = { name = "Zakarawana" culture = razorbranch }
19877 = { name = "Mbuka" culture = razorbranch }
19878 = { name = "Ntuka" culture = razorbranch }
19879 = { name = "Tskala" culture = razorbranch }
19880 = { name = "Tiskala" culture = razorbranch }
19881 = { name = "Walazamin" culture = razorbranch }
19882 = { name = "Warazana" culture = razorbranch }
19883 = { name = "Kazarjin" culture = razorbranch }
19884 = { name = "Alkahalu" culture = razorbranch }
19885 = { name = "Wzala" culture = razorbranch }
19886 = { name = "Ktalu" culture = razorbranch }
19887 = { name = "Wtalu" culture = razorbranch }
19888 = { name = "Zebudalu" culture = razorbranch }
19889 = { name = "Anadalu" culture = razorbranch }
19890 = { name = "Dakari" culture = razorbranch }
19891 = { name = "Kahirari" culture = razorbranch }
19892 = { name = "Xuljin" culture = razorbranch }
19893 = { name = "Xuhana" culture = razorbranch }
19894 = { name = "Mbekala" culture = razorbranch }
19895 = { name = "Terokala" culture = razorbranch }
19896 = { name = "Wandalu" culture = razorbranch }
19897 = { name = "Pomeranu" culture = razorbranch }
19898 = { name = "Nkali" culture = razorbranch }
19899 = { name = "Zantalajin" culture = razorbranch }
19900 = { name = "Zebrajin" culture = razorbranch }
19901 = { name = "Al'jibo" culture = razorbranch }
19902 = { name = "Arrowtusk" culture = razorbranch }
19903 = { name = "Bag'go" culture = razorbranch }
19904 = { name = "Bastoon" culture = razorbranch }
19905 = { name = "Windswatcher" culture = razorbranch }
19906 = { name = "Beastwalker" culture = razorbranch }
19907 = { name = "Steadfast" culture = razorbranch }
19908 = { name = "Blazeweaver" culture = razorbranch }
19909 = { name = "Bloodfrenzy" culture = razorbranch }
19910 = { name = "Bloodteeth" culture = razorbranch }
19911 = { name = "Bloodtusk" culture = razorbranch }
19912 = { name = "Brokenspear" culture = razorbranch }
19913 = { name = "Darktusk" culture = razorbranch }
19914 = { name = "Drakebane" culture = razorbranch }
19915 = { name = "Flamecaller" culture = razorbranch }
19916 = { name = "Flamekeeper" culture = razorbranch }
19917 = { name = "Firetusk" culture = razorbranch }
19918 = { name = "Firewarder" culture = razorbranch }
19919 = { name = "Gadrin" culture = razorbranch }
19920 = { name = "Golomojo" culture = razorbranch }
19921 = { name = "Grimtusk" culture = razorbranch }
19922 = { name = "Blood Drinker" culture = razorbranch }
19923 = { name = "Bloodfury" culture = razorbranch }
19924 = { name = "Bloodlord" culture = razorbranch }
19925 = { name = "Bloodrager" culture = razorbranch }
19926 = { name = "Bloodrider" culture = razorbranch }
19927 = { name = "Headhunter" culture = razorbranch }
19928 = { name = "Hexxer" culture = razorbranch }
19929 = { name = "Headsplitter" culture = razorbranch }
19930 = { name = "Gutwrench" culture = razorbranch }
19931 = { name = "Shadowcaster" culture = razorbranch }
19932 = { name = "Seadog" culture = razorbranch }
19933 = { name = "Hexx" culture = razorbranch }
19934 = { name = "Hexxen" culture = razorbranch }
19935 = { name = "Mojo" culture = razorbranch }
19936 = { name = "Ji'ro" culture = razorbranch }
19937 = { name = "Soulripper" culture = razorbranch }
19938 = { name = "Duskwhisperer" culture = razorbranch }
19939 = { name = "Longeye" culture = razorbranch }
19940 = { name = "Manslayer" culture = razorbranch }
19941 = { name = "Mandoom" culture = razorbranch }
19942 = { name = "Manbane" culture = razorbranch }
19943 = { name = "Flame Eater" culture = razorbranch }
19944 = { name = "Dismantler" culture = razorbranch }
19945 = { name = "Mordune" culture = razorbranch }
19946 = { name = "Mossmeld" culture = razorbranch }
19947 = { name = "Nightfang" culture = razorbranch }
19948 = { name = "Loa-singer" culture = razorbranch }
19949 = { name = "Spotter" culture = razorbranch }
19950 = { name = "Shakko" culture = razorbranch }
19951 = { name = "Toxifier" culture = razorbranch }
19952 = { name = "Steeltusk" culture = razorbranch }
19953 = { name = "Stonetusk" culture = razorbranch }
19954 = { name = "Stormweaver" culture = razorbranch }
19955 = { name = "Lifegrower" culture = razorbranch }
19956 = { name = "Starcaller" culture = razorbranch }
19957 = { name = "Thornhide" culture = razorbranch }
19958 = { name = "Ironshaper" culture = razorbranch }
19959 = { name = "Patchmonger" culture = razorbranch }
19960 = { name = "Thundercall" culture = razorbranch }
19961 = { name = "Two-Tusk" culture = razorbranch }
19962 = { name = "Elementalist" culture = razorbranch }
19963 = { name = "Vandal" culture = razorbranch }
19964 = { name = "Sadist" culture = razorbranch }
19965 = { name = "Zurani" culture = razorbranch }
19966 = { name = "Eaglebane" culture = razorbranch }
19967 = { name = "Two-Toes" culture = razorbranch }
19968 = { name = "Hideskinner" culture = razorbranch }
19969 = { name = "Scalper" culture = razorbranch }
19970 = { name = "Warpbranch" culture = razorbranch }
19971 = { name = "Gutchewer" culture = razorbranch }
19972 = { name = "Subduer" culture = razorbranch }
19973 = { name = "Gulkan" culture = razorbranch }
19974 = { name = "Skullcrusher" culture = razorbranch }
19975 = { name = "Ramuk" culture = razorbranch }
19976 = { name = "Soothsayer" culture = razorbranch }
19977 = { name = "Berserker" culture = razorbranch }
19978 = { name = "Springbringer" culture = razorbranch }
19979 = { name = "Elvenbane" culture = razorbranch }
19980 = { name = "Elfeater" culture = razorbranch }
19981 = { name = "Thunala" culture = razorbranch }
19982 = { name = "Mbeki" culture = razorbranch }
19983 = { name = "T'kani" culture = razorbranch }
19984 = { name = "Lurakana" culture = razorbranch }
19985 = { name = "Asnali" culture = razorbranch }
19986 = { name = "Tetuleme" culture = razorbranch }
19987 = { name = "Ruksaki" culture = razorbranch }
19988 = { name = "Fenri" culture = razorbranch }
19989 = { name = "Ndeku" culture = razorbranch }
19990 = { name = "I'neku" culture = razorbranch }
19991 = { name = "Tawani" culture = razorbranch }
19992 = { name = "Tarawi" culture = razorbranch }
19993 = { name = "Tarawami" culture = razorbranch }
19994 = { name = "Osnetala" culture = razorbranch }
19995 = { name = "Tsungu" culture = razorbranch }
19996 = { name = "Mbungu" culture = razorbranch }
19997 = { name = "Dnungu" culture = razorbranch }
19998 = { name = "Pnungu" culture = razorbranch }
19999 = { name = "Kari" culture = razorbranch }
20000 = { name = "Nosekari" culture = razorbranch }
20001 = { name = "Ajanlekoko" culture = razorbranch }
20002 = { name = "Ormiata" culture = razorbranch }
20003 = { name = "Apeloko" culture = razorbranch }
20004 = { name = "Abimbola" culture = razorbranch }
20005 = { name = "Abioye" culture = razorbranch }
20006 = { name = "Adebowale" culture = razorbranch }
20007 = { name = "Adisa" culture = razorbranch }
20008 = { name = "Afia" culture = razorbranch }
20009 = { name = "Afolabi" culture = razorbranch }
20010 = { name = "Afua" culture = razorbranch }
20011 = { name = "Akachi" culture = razorbranch }
20012 = { name = "Akinyi" culture = razorbranch }
20013 = { name = "Akua" culture = razorbranch }
20014 = { name = "Baako" culture = razorbranch }
20015 = { name = "Babajide" culture = razorbranch }
20016 = { name = "Babak" culture = razorbranch }
20017 = { name = "Babatunde" culture = razorbranch }
20018 = { name = "Babette" culture = razorbranch }
20019 = { name = "Chiamaka" culture = razorbranch }
20020 = { name = "Chibuzo" culture = razorbranch }
20021 = { name = "Chidike" culture = razorbranch }
20022 = { name = "Cidubem" culture = razorbranch }
20023 = { name = "Chike" culture = razorbranch }
20024 = { name = "Chikelu" culture = razorbranch }
20025 = { name = "Chikere" culture = razorbranch }
20026 = { name = "Chipo" culture = razorbranch }
20027 = { name = "Chuks" culture = razorbranch }
20029 = { name = "Chukwuemeka" culture = razorbranch }
20030 = { name = "Ekua" culture = razorbranch }
20031 = { name = "Emeka" culture = razorbranch }
20032 = { name = "Emem" culture = razorbranch }
20033 = { name = "Faraji" culture = razorbranch }
20034 = { name = "Femi" culture = razorbranch }
20035 = { name = "Folami" culture = razorbranch }
20036 = { name = "Fumnaya" culture = razorbranch }
20037 = { name = "Furaha" culture = razorbranch }
20038 = { name = "Ife" culture = razorbranch }
20039 = { name = "Imamu" culture = razorbranch }
20040 = { name = "Manslayer" culture = razorbranch }
20041 = { name = "Imani" culture = razorbranch }
20042 = { name = "Imari" culture = razorbranch }
20043 = { name = "Jabari" culture = razorbranch }
20044 = { name = "Jaheem" culture = razorbranch }
20045 = { name = "Jaz" culture = razorbranch }
20046 = { name = "Jelani" culture = razorbranch }
20047 = { name = "Jojo" culture = razorbranch }
20048 = { name = "Kanye" culture = razorbranch }
20049 = { name = "Kenya" culture = razorbranch }
20050 = { name = "Azikiwe" culture = razorbranch }
20051 = { name = "Awolowo" culture = razorbranch }
20052 = { name = "Bello" culture = razorbranch }
20053 = { name = "Balewa" culture = razorbranch }
20054 = { name = "Akintola" culture = razorbranch }
20055 = { name = "Okotie-Eboh" culture = razorbranch }
20056 = { name = "Nzeogwu" culture = razorbranch }
20058 = { name = "Onwuatuegwu" culture = razorbranch }
20059 = { name = "Okafor" culture = razorbranch }
20060 = { name = "Okereke" culture = razorbranch }
20061 = { name = "Okeke" culture = razorbranch }
20062 = { name = "Okonkwo" culture = razorbranch }
20063 = { name = "Okoye" culture = razorbranch }
20064 = { name = "Okorie" culture = razorbranch }
20065 = { name = "Obasanjo" culture = razorbranch }
20066 = { name = "Babangida" culture = razorbranch }
20067 = { name = "Buhari" culture = razorbranch }
20068 = { name = "Dimka" culture = razorbranch }
20069 = { name = "Diya" culture = razorbranch }
20070 = { name = "Odili" culture = razorbranch }
20071 = { name = "Ibori" culture = razorbranch }
20072 = { name = "Igbinedion" culture = razorbranch }
20073 = { name = "Alamiyeseigha" culture = razorbranch }
20074 = { name = "Yar'adua" culture = razorbranch }
20075 = { name = "Akpabio" culture = razorbranch }
20076 = { name = "Attah" culture = razorbranch }
20077 = { name = "Chukwumereije" culture = razorbranch }
20078 = { name = "Akunyili" culture = razorbranch }
20079 = { name = "Iweala" culture = razorbranch }
20080 = { name = "Okonjo" culture = razorbranch }
20081 = { name = "Ezekwesili" culture = razorbranch }
20082 = { name = "Achebe" culture = razorbranch }
20083 = { name = "Soyinka" culture = razorbranch }
20084 = { name = "Solarin" culture = razorbranch }
20085 = { name = "Gbadamosi" culture = razorbranch }
20086 = { name = "Olanrewaju" culture = razorbranch }
20087 = { name = "Magoro" culture = razorbranch }
20088 = { name = "Madaki" culture = razorbranch }
20089 = { name = "Jang" culture = razorbranch }
20090 = { name = "Oyinlola" culture = razorbranch }
20091 = { name = "Oyenusi" culture = razorbranch }
20092 = { name = "Onejekwe" culture = razorbranch }
20093 = { name = "Onwudine" culture = razorbranch }
20094 = { name = "Jakande" culture = razorbranch }
20095 = { name = "Kalejaiye" culture = razorbranch }
20096 = { name = "Igwe" culture = razorbranch }
20097 = { name = "Eze" culture = razorbranch }
20098 = { name = "Obi" culture = razorbranch }
20099 = { name = "Ngige" culture = razorbranch }
20100 = { name = "Uba" culture = razorbranch }



20101 = { name = "Armorai" culture = firetree }
20102 = { name = "Pogine" culture = firetree }
20103 = { name = "Talaniji" culture = firetree }
20104 = { name = "Ilatike" culture = firetree }
20105 = { name = "Nagetza" culture = firetree }
20106 = { name = "Vetla" culture = firetree }
20107 = { name = "Tajani" culture = firetree }
20108 = { name = "Tregweni" culture = firetree }
20109 = { name = "Valakidu" culture = firetree }
20110 = { name = "Zebuwa" culture = firetree }
20111 = { name = "Armani" culture = firetree }
20112 = { name = "Berwandi" culture = firetree }
20113 = { name = "Huntani" culture = firetree }
20114 = { name = "Kontala" culture = firetree }
20115 = { name = "Gyatsu" culture = firetree }
20116 = { name = "Zuldani" culture = firetree }
20117 = { name = "Makari" culture = firetree }
20118 = { name = "Barraki" culture = firetree }
20119 = { name = "Tsanami" culture = firetree }
20120 = { name = "Bwotswani" culture = firetree }
20121 = { name = "Mossami" culture = firetree }
20122 = { name = "Mossa" culture = firetree }
20123 = { name = "Nzala" culture = firetree }
